date,AMD,AMG,EQIX,JKHY,NEM,portfolio_value
2017-09-20 00:00:00+00:00,13.74,183.16,449.24,101.58,37.63,959.2630625579108
2017-09-21 00:00:00+00:00,13.41,184.18,446.57,102.03,37.43,959.3257850991835
2017-09-22 00:00:00+00:00,13.3,184.97,441.66,102.26,37.89,961.5461873077957
2017-09-25 00:00:00+00:00,12.61,186.79,437.21,101.49,38.63,964.0357873269988
2017-09-26 00:00:00+00:00,12.45,185.79,434.42,101.18,37.97,956.6982776147078
2017-09-27 00:00:00+00:00,12.74,188.45,441.93,101.74,37.21,964.5963204472126
2017-09-28 00:00:00+00:00,12.74,189.39,441.72,102.62,37.62,969.787454590373
2017-09-29 00:00:00+00:00,12.75,189.83,446.3,102.79,37.51,972.1771262497211
2017-10-02 00:00:00+00:00,12.71,192.6,444.48,102.84,37.88,980.1335213394466
2017-10-03 00:00:00+00:00,13.42,192.87,442.36,103.63,38.23,985.6197024256585
2017-10-04 00:00:00+00:00,13.31,195.08,442.97,103.92,38.08,990.718702825414
2017-10-05 00:00:00+00:00,13.34,195.22,445.42,103.87,37.95,991.376003364139
2017-10-06 00:00:00+00:00,13.23,194.62,448.83,104.41,38.06,991.633237244385
2017-10-09 00:00:00+00:00,13.47,194.12,451.32,105.31,38.28,994.2467031475879
2017-10-10 00:00:00+00:00,13.7,195.22,451.89,105.32,37.9,996.5974077014114
2017-10-11 00:00:00+00:00,13.88,194.56,458.97,104.88,38.08,998.173749848919
2017-10-12 00:00:00+00:00,14.2,193.76,464.7,105.18,38.39,1001.0340659475594
2017-10-13 00:00:00+00:00,14.22,193.55,462.82,105.1,38.59,1000.7281637976469
2017-10-16 00:00:00+00:00,14.26,195.3,461.35,104.97,37.99,1002.1619795401588
2017-10-17 00:00:00+00:00,14.16,193.79,461.58,104.35,38.35,998.7171679063327
2017-10-18 00:00:00+00:00,14.07,195.46,471.23,104.16,37.86,1003.3867407568627
2017-10-19 00:00:00+00:00,13.95,195.72,470.55,105.47,37.84,1004.8900901439574
2017-10-20 00:00:00+00:00,13.81,197.54,468.76,105.78,37.79,1008.5439445370179
2017-10-23 00:00:00+00:00,14.1,195.85,458.81,106.4,37.37,1001.2245938419355
2017-10-24 00:00:00+00:00,14.25,195.59,462.97,106.04,37.13,1001.0588807881693
2017-10-25 00:00:00+00:00,12.33,189.13,457.93,106.92,36.77,974.4224291087464
2017-10-26 00:00:00+00:00,12.01,190.99,454.2,108.84,35.81,974.9351083381287
2017-10-27 00:00:00+00:00,11.84,190.68,456.51,110.44,35.8,976.147299750303
2017-10-30 00:00:00+00:00,10.89,185.5,459.73,110.54,36.23,961.925916568992
2017-10-31 00:00:00+00:00,10.99,186.5,463.5,110.13,36.16,965.3024223910872
2017-11-01 00:00:00+00:00,10.8,186.11,467.06,109.76,35.69,962.1833469071386
2017-11-02 00:00:00+00:00,10.85,185.34,488.68,110.97,36.48,972.3140842772864
2017-11-03 00:00:00+00:00,11.12,185.35,486.65,111.61,36.04,971.7486474726194
2017-11-06 00:00:00+00:00,11.93,186.06,491.62,111.8,36.37,980.2290777025715
2017-11-07 00:00:00+00:00,12.05,185.54,488.06,112.56,36.04,977.8053415667428
2017-11-08 00:00:00+00:00,11.71,185.95,492.98,113.86,36.31,981.8000859316481
2017-11-09 00:00:00+00:00,11.12,185.11,484.86,113.96,35.88,972.8353060272993
2017-11-10 00:00:00+00:00,11.26,184.36,482.21,113.69,35.52,968.7769725223933
2017-11-13 00:00:00+00:00,11.09,182.86,484.12,112.85,35.71,964.6023845001033
2017-11-14 00:00:00+00:00,11.12,183.15,481.05,113.1,36.28,967.2262027988382
2017-11-15 00:00:00+00:00,11.07,184.77,474.42,112.34,36.08,967.1959272594088
2017-11-16 00:00:00+00:00,11.25,185.49,475.09,112.19,36.09,969.8623606855676
2017-11-17 00:00:00+00:00,11.38,186.09,472.8,112.08,36.21,971.5754293231194
2017-11-20 00:00:00+00:00,11.34,186.68,471.89,112.44,36.33,973.5847494829077
2017-11-21 00:00:00+00:00,11.4,190.33,474.26,113.35,36.37,985.2369030235683
2017-11-22 00:00:00+00:00,11.37,189.99,472.37,114.22,36.71,986.1801720604692
2017-11-24 00:00:00+00:00,11.38,190.37,474.07,114.57,36.68,988.0544523709584
2017-11-27 00:00:00+00:00,11.55,192.68,478.92,114.96,37.1,998.519180291001
2017-11-28 00:00:00+00:00,11.17,196.63,477.95,115.33,37.14,1007.3230677476586
2017-11-29 00:00:00+00:00,10.83,198.63,468.32,113.9,36.6,1003.7748382810672
2017-11-30 00:00:00+00:00,10.89,198.67,464.49,115.32,36.99,1006.3468566986504
2017-12-01 00:00:00+00:00,10.73,197.85,469.16,114.03,37.19,1004.3176297186501
2017-12-04 00:00:00+00:00,10.03,197.36,442.28,115.48,36.84,991.7627128742198
2017-12-05 00:00:00+00:00,9.91,197.01,445.59,114.77,36.2,987.8054936881935
2017-12-06 00:00:00+00:00,10.0,197.99,450.24,115.88,35.83,992.007168937265
2017-12-07 00:00:00+00:00,10.04,198.21,455.77,116.81,35.92,996.0805123548209
2017-12-08 00:00:00+00:00,9.94,200.43,452.39,117.29,35.4,998.6169672672746
2017-12-11 00:00:00+00:00,10.16,198.0,449.58,116.89,34.67,988.812167657466
2017-12-12 00:00:00+00:00,9.9,196.75,450.21,116.31,34.59,983.6572364171626
2017-12-13 00:00:00+00:00,10.11,195.72,451.28,116.27,35.75,987.1627750218953
2017-12-14 00:00:00+00:00,10.13,194.19,460.35,116.06,35.9,986.6491189934857
2017-12-15 00:00:00+00:00,10.29,198.64,457.85,118.24,35.87,1000.4919753091696
2017-12-18 00:00:00+00:00,10.98,201.37,455.82,118.28,36.65,1013.0931020170382
2017-12-19 00:00:00+00:00,10.95,202.2,448.52,117.89,36.35,1010.9533767535721
2017-12-20 00:00:00+00:00,10.98,202.59,447.2,117.82,36.61,1012.6708270092619
2017-12-21 00:00:00+00:00,10.89,201.88,445.89,117.41,36.73,1010.0519572802466
2017-12-22 00:00:00+00:00,10.54,204.2,446.6,116.84,36.92,1014.821111168858
2017-12-26 00:00:00+00:00,10.46,204.06,446.7,116.83,37.57,1016.9223747238135
2017-12-27 00:00:00+00:00,10.53,204.67,451.69,116.92,37.6,1020.6283903663514
2017-12-28 00:00:00+00:00,10.55,206.51,455.11,117.29,37.51,1026.5959992846374
2017-12-29 00:00:00+00:00,10.28,205.25,453.22,116.96,37.52,1021.2583990236565
2018-01-02 00:00:00+00:00,10.98,203.04,446.92,116.19,38.16,1018.2947723263112
2018-01-03 00:00:00+00:00,11.55,202.12,448.98,116.34,37.84,1017.8367318716745
2018-01-04 00:00:00+00:00,12.12,198.54,447.95,118.64,38.26,1015.4603051833243
2018-01-05 00:00:00+00:00,11.88,199.47,449.49,119.78,38.4,1019.3545691883222
2018-01-08 00:00:00+00:00,12.28,200.53,458.2,119.82,38.36,1026.4399927002075
2018-01-09 00:00:00+00:00,11.82,200.27,455.98,121.02,38.11,1023.5647991513281
2018-01-10 00:00:00+00:00,11.96,198.38,443.0,122.33,38.34,1017.7690836320821
2018-01-11 00:00:00+00:00,12.14,200.72,435.39,122.68,38.84,1024.6171545097386
2018-01-12 00:00:00+00:00,12.02,202.8,435.95,123.38,39.79,1034.5404977777866
2018-01-16 00:00:00+00:00,11.91,203.01,448.1,123.73,40.0,1039.8772464796555
2018-01-17 00:00:00+00:00,12.18,207.68,441.9,124.79,39.45,1049.9174536005075
2018-01-18 00:00:00+00:00,12.47,205.32,437.45,124.43,39.24,1042.3275108494036
2018-01-19 00:00:00+00:00,12.59,212.0,437.89,125.15,39.47,1061.9143844826376
2018-01-22 00:00:00+00:00,12.65,213.97,436.05,125.32,39.66,1067.6263278567637
2018-01-23 00:00:00+00:00,12.94,212.92,442.0,126.0,40.32,1071.7668060151389
2018-01-24 00:00:00+00:00,12.71,211.45,441.3,125.15,41.57,1071.086896604769
2018-01-25 00:00:00+00:00,12.41,211.0,439.17,125.55,40.77,1065.0731759199068
2018-01-26 00:00:00+00:00,12.95,215.76,441.59,126.53,41.05,1082.7105058608247
2018-01-29 00:00:00+00:00,13.32,209.21,435.16,126.41,40.08,1061.1802094804916
2018-01-30 00:00:00+00:00,12.87,203.22,439.56,125.25,40.1,1044.041200615531
2018-01-31 00:00:00+00:00,13.74,199.63,455.19,124.66,40.51,1044.603281234935
2018-02-01 00:00:00+00:00,13.25,201.76,444.54,124.66,40.36,1043.892515518765
2018-02-02 00:00:00+00:00,12.45,197.11,437.35,122.96,38.97,1018.2510354142031
2018-02-05 00:00:00+00:00,11.57,188.5,429.81,117.97,37.8,978.8462887170759
2018-02-06 00:00:00+00:00,11.65,190.7,430.85,117.97,37.63,984.4085851484507
2018-02-07 00:00:00+00:00,11.6,187.87,426.08,117.23,37.03,971.938453195227
2018-02-08 00:00:00+00:00,11.22,179.11,409.98,114.37,36.61,937.3784857600137
2018-02-09 00:00:00+00:00,11.31,180.24,425.81,115.33,36.76,947.607786128827
2018-02-12 00:00:00+00:00,11.68,181.19,431.45,116.3,36.91,955.2771639411947
2018-02-13 00:00:00+00:00,11.78,181.93,436.25,117.13,37.02,960.6540647934719
2018-02-14 00:00:00+00:00,12.2,189.45,435.83,119.28,39.0,992.6468338752214
2018-02-15 00:00:00+00:00,12.19,190.29,407.31,120.91,39.41,989.3368110501616
2018-02-16 00:00:00+00:00,11.82,191.79,403.3,122.08,39.11,990.5031693615505
2018-02-20 00:00:00+00:00,12.02,187.3,396.44,121.01,38.39,973.2459945638423
2018-02-21 00:00:00+00:00,11.72,189.03,384.92,119.43,38.16,969.70135768456
2018-02-22 00:00:00+00:00,11.84,186.83,390.45,120.16,37.63,965.0353308324839
2018-02-23 00:00:00+00:00,12.07,190.01,394.84,121.95,38.69,982.3220606806531
2018-02-26 00:00:00+00:00,12.42,194.86,394.18,121.44,39.32,998.0104454060364
2018-02-27 00:00:00+00:00,12.53,190.25,391.21,119.56,38.44,979.620911084106
2018-02-28 00:00:00+00:00,12.11,189.36,392.1,117.3,38.2,971.9944619605618
2018-03-01 00:00:00+00:00,11.9,185.37,386.29,117.68,38.11,959.1425851493293
2018-03-02 00:00:00+00:00,11.81,187.48,381.82,119.09,37.93,963.7120379166763
2018-03-05 00:00:00+00:00,11.91,188.16,388.51,121.01,38.28,971.9449655354184
2018-03-06 00:00:00+00:00,11.76,191.8,391.62,121.9,38.85,985.1640880471961
2018-03-07 00:00:00+00:00,12.24,190.1,391.38,122.21,37.7,978.2495549445197
2018-03-08 00:00:00+00:00,11.97,191.54,389.42,122.39,37.66,980.2096665428465
2018-03-09 00:00:00+00:00,11.7,196.11,395.16,123.93,37.71,994.7448847101716
2018-03-12 00:00:00+00:00,11.52,194.73,395.35,123.41,37.98,991.0234535699911
2018-03-13 00:00:00+00:00,11.64,194.95,405.42,124.06,38.22,997.1889041202928
2018-03-14 00:00:00+00:00,11.36,193.46,413.71,125.01,38.19,995.9539137140715
2018-03-15 00:00:00+00:00,11.46,190.46,415.23,125.01,37.31,985.4512886917086
2018-03-16 00:00:00+00:00,11.47,192.4,419.89,125.25,37.39,992.594943168204
2018-03-19 00:00:00+00:00,11.43,190.66,411.71,124.9,37.47,985.2425147021937
2018-03-20 00:00:00+00:00,11.11,189.25,415.26,125.36,37.3,981.2960397833476
2018-03-21 00:00:00+00:00,11.26,192.26,411.84,125.33,38.22,992.3967250012703
2018-03-22 00:00:00+00:00,10.91,185.17,417.58,122.49,37.61,968.4972240169039
2018-03-23 00:00:00+00:00,10.63,180.92,401.68,119.2,38.76,952.0975749794842
2018-03-26 00:00:00+00:00,10.44,188.6,409.61,120.88,39.89,980.4042006761658
2018-03-27 00:00:00+00:00,10.0,185.23,409.88,119.72,39.03,964.9014741189657
2018-03-28 00:00:00+00:00,9.81,185.0,417.02,119.54,38.39,962.8610688154416
2018-03-29 00:00:00+00:00,10.05,189.58,418.14,120.95,39.07,980.6047516117194
2018-04-02 00:00:00+00:00,9.53,180.43,408.55,119.36,39.27,950.811285163203
2018-04-03 00:00:00+00:00,9.55,181.44,408.6,119.69,38.83,952.0262338350851
2018-04-04 00:00:00+00:00,9.77,183.93,411.99,120.25,38.99,961.7930644115738
2018-04-05 00:00:00+00:00,10.02,182.01,413.59,120.39,39.27,959.8354016529627
2018-04-06 00:00:00+00:00,9.61,176.44,407.04,118.38,39.29,939.3272797497684
2018-04-09 00:00:00+00:00,9.53,174.68,409.57,118.49,38.58,932.42202779771
2018-04-10 00:00:00+00:00,9.98,176.28,405.59,120.55,39.47,943.5124681903786
2018-04-11 00:00:00+00:00,9.82,170.82,408.98,120.21,40.64,934.5664586195461
2018-04-12 00:00:00+00:00,10.08,173.31,401.2,120.14,40.4,938.3899981225235
2018-04-13 00:00:00+00:00,9.93,169.25,401.45,119.52,41.6,931.8199673082555
2018-04-16 00:00:00+00:00,10.09,171.36,405.52,121.3,41.42,940.6689634929888
2018-04-17 00:00:00+00:00,10.52,172.93,409.76,122.48,41.38,949.1743502400286
2018-04-18 00:00:00+00:00,10.36,171.38,414.18,123.08,41.09,945.4898633917269
2018-04-19 00:00:00+00:00,10.11,172.58,409.37,122.28,41.94,948.566861490252
2018-04-20 00:00:00+00:00,9.99,171.38,406.06,121.43,41.35,940.3379577358971
2018-04-23 00:00:00+00:00,10.04,170.82,407.58,121.59,41.06,938.5736486372758
2018-04-24 00:00:00+00:00,10.09,168.96,409.53,120.68,41.05,933.4778941447365
2018-04-25 00:00:00+00:00,9.71,168.99,410.21,119.25,40.52,928.1075590276789
2018-04-26 00:00:00+00:00,11.04,170.08,416.08,121.71,40.77,942.5585803717175
2018-04-27 00:00:00+00:00,11.11,170.0,421.15,120.11,40.66,941.8020371112042
2018-04-30 00:00:00+00:00,10.88,164.86,420.79,119.48,39.29,920.952771392237
2018-05-01 00:00:00+00:00,11.13,164.13,423.03,121.43,39.22,923.025031746153
2018-05-02 00:00:00+00:00,10.97,161.09,424.09,117.93,39.19,910.3961458827301
2018-05-03 00:00:00+00:00,10.93,160.07,398.13,120.86,39.81,905.5745443013607
2018-05-04 00:00:00+00:00,11.28,161.72,403.88,122.91,39.65,915.0186782438828
2018-05-07 00:00:00+00:00,11.59,162.45,394.16,121.8,39.87,914.5880460377297
2018-05-08 00:00:00+00:00,11.61,163.28,388.34,122.13,39.98,915.7955230896283
2018-05-09 00:00:00+00:00,11.95,163.53,388.17,122.73,39.96,918.4820367181235
2018-05-10 00:00:00+00:00,12.13,164.7,398.66,123.04,40.42,927.9719355350744
2018-05-11 00:00:00+00:00,11.95,164.76,401.89,123.99,40.39,929.4792406850894
2018-05-14 00:00:00+00:00,12.23,165.86,397.95,122.24,40.39,929.988466519297
2018-05-15 00:00:00+00:00,12.45,166.56,388.32,121.46,39.51,924.8490398350685
2018-05-16 00:00:00+00:00,12.82,167.33,385.76,122.28,39.69,929.3481740923783
2018-05-17 00:00:00+00:00,12.82,169.25,381.93,122.25,39.36,931.5637607419792
2018-05-18 00:00:00+00:00,13.0,167.71,385.86,122.41,39.16,929.0092004944598
2018-05-21 00:00:00+00:00,12.99,166.82,388.75,122.34,39.37,928.43809870793
2018-05-22 00:00:00+00:00,12.98,167.43,383.19,120.24,38.79,923.0330332677004
2018-05-23 00:00:00+00:00,13.1,164.96,384.42,121.77,39.59,922.9763928673659
2018-05-24 00:00:00+00:00,13.41,163.96,387.0,122.13,39.97,924.6406894888786
2018-05-25 00:00:00+00:00,13.54,163.33,388.05,121.72,39.44,921.1397718250756
2018-05-29 00:00:00+00:00,13.36,157.23,396.1,122.04,38.93,905.6386534460057
2018-05-30 00:00:00+00:00,13.82,160.86,401.29,123.83,39.19,921.8850839814723
2018-05-31 00:00:00+00:00,13.73,159.26,396.85,125.06,38.93,916.4266532302166
2018-06-01 00:00:00+00:00,14.4,161.23,399.21,124.82,38.64,923.4999044643704
2018-06-04 00:00:00+00:00,14.85,162.28,400.94,126.83,38.25,929.5022549780386
2018-06-05 00:00:00+00:00,14.85,163.32,395.57,127.13,38.55,932.080507887
2018-06-06 00:00:00+00:00,15.67,166.9,395.51,129.13,38.66,947.6437613329749
2018-06-07 00:00:00+00:00,14.89,165.17,397.42,128.6,38.58,939.5490467610324
2018-06-08 00:00:00+00:00,15.25,165.05,403.35,129.65,38.38,943.1450481002117
2018-06-11 00:00:00+00:00,15.73,163.76,404.23,129.05,38.57,942.2151375271795
2018-06-12 00:00:00+00:00,15.85,162.18,405.33,129.56,38.79,940.6258069628296
2018-06-13 00:00:00+00:00,16.32,156.0,392.69,129.59,38.7,922.4017011640344
2018-06-14 00:00:00+00:00,16.25,155.51,396.74,131.09,39.16,926.0194482853867
2018-06-15 00:00:00+00:00,16.34,155.81,398.76,131.29,38.4,924.8234215950698
2018-06-18 00:00:00+00:00,17.11,153.0,401.69,132.11,38.43,923.0044286086617
2018-06-19 00:00:00+00:00,16.69,154.0,401.76,133.15,38.35,924.7782012098324
2018-06-20 00:00:00+00:00,16.52,152.73,410.72,131.14,37.95,919.4750028226497
2018-06-21 00:00:00+00:00,15.65,153.43,419.0,131.03,37.02,916.1607717617428
2018-06-22 00:00:00+00:00,15.8,154.62,418.86,131.31,37.46,922.0168415617793
2018-06-25 00:00:00+00:00,15.11,153.57,418.57,129.47,36.99,912.0098107550687
2018-06-26 00:00:00+00:00,15.5,151.72,429.0,129.93,37.17,913.6504467059325
2018-06-27 00:00:00+00:00,14.97,149.8,425.57,128.41,36.98,902.6814259811957
2018-06-28 00:00:00+00:00,15.31,151.43,427.05,129.41,37.0,910.0981972875326
2018-06-29 00:00:00+00:00,14.99,148.67,429.89,130.36,37.71,906.8523153255463
2018-07-02 00:00:00+00:00,15.16,148.9,428.21,130.6,37.55,907.231903688663
2018-07-03 00:00:00+00:00,15.0,147.23,426.24,131.76,37.64,903.5046094587992
2018-07-05 00:00:00+00:00,15.5,148.02,440.15,132.61,38.43,916.5681056823473
2018-07-06 00:00:00+00:00,16.36,148.06,445.7,133.66,37.83,920.8484070220218
2018-07-09 00:00:00+00:00,16.61,150.9,442.51,134.62,37.79,929.1583980235837
2018-07-10 00:00:00+00:00,16.55,152.43,445.88,134.25,37.91,933.9459627636608
2018-07-11 00:00:00+00:00,16.27,150.32,443.47,135.3,37.07,924.3373521560691
2018-07-12 00:00:00+00:00,16.56,149.16,445.67,136.95,37.13,925.6449494898637
2018-07-13 00:00:00+00:00,16.27,148.48,443.43,135.38,36.84,918.7466757522435
2018-07-16 00:00:00+00:00,16.58,148.62,439.78,135.17,36.5,917.5141531068053
2018-07-17 00:00:00+00:00,16.87,148.49,438.45,136.27,36.94,921.2397629245834
2018-07-18 00:00:00+00:00,16.85,151.25,434.55,135.8,37.18,927.3723339686396
2018-07-19 00:00:00+00:00,16.71,149.31,437.19,135.8,37.01,921.9579813591781
2018-07-20 00:00:00+00:00,16.5,148.84,434.22,135.91,37.02,919.0949434378119
2018-07-23 00:00:00+00:00,16.66,150.11,428.8,136.89,36.57,920.5720502331259
2018-07-24 00:00:00+00:00,16.19,151.68,428.73,137.44,37.13,925.6605899621279
2018-07-25 00:00:00+00:00,16.05,150.91,432.64,138.36,37.47,926.9801657581789
2018-07-26 00:00:00+00:00,18.35,151.71,435.2,138.71,37.81,941.4347583898723
2018-07-27 00:00:00+00:00,18.94,151.05,443.2,137.39,36.89,939.2295381920077
2018-07-30 00:00:00+00:00,19.42,158.72,432.66,135.11,36.73,953.8663300633187
2018-07-31 00:00:00+00:00,18.33,160.01,439.28,134.7,36.68,953.9746941271377
2018-08-01 00:00:00+00:00,18.48,155.5,445.13,136.05,36.44,945.662360000307
2018-08-02 00:00:00+00:00,18.79,155.65,447.89,138.18,36.23,950.0304471587907
2018-08-03 00:00:00+00:00,18.49,152.06,455.43,138.63,36.46,943.5893231309758
2018-08-06 00:00:00+00:00,19.43,153.5,452.87,139.78,36.21,950.7799070720685
2018-08-07 00:00:00+00:00,19.56,155.52,447.9,140.48,36.07,955.1613948629844
2018-08-08 00:00:00+00:00,19.58,151.71,447.5,140.49,36.16,945.7890304418721
2018-08-09 00:00:00+00:00,19.1,151.19,444.99,141.01,35.71,940.3612796523721
2018-08-10 00:00:00+00:00,19.06,148.16,437.24,140.72,35.6,929.1194701391565
2018-08-13 00:00:00+00:00,19.73,146.4,440.81,141.67,34.65,925.7442825218776
2018-08-14 00:00:00+00:00,20.02,146.63,434.02,143.07,33.94,924.0908694992606
2018-08-15 00:00:00+00:00,19.7,145.43,436.41,142.89,31.8,911.0857005815035
2018-08-16 00:00:00+00:00,19.33,146.29,443.6,142.5,31.6,912.6994886867326
2018-08-17 00:00:00+00:00,19.77,146.59,438.77,143.24,32.06,916.6554478671712
2018-08-20 00:00:00+00:00,19.98,147.99,438.33,144.49,31.89,921.8204341834856
2018-08-21 00:00:00+00:00,20.4,148.87,432.61,144.1,31.95,923.7527345755519
2018-08-22 00:00:00+00:00,20.9,148.61,429.94,155.29,32.32,940.0129169260871
2018-08-23 00:00:00+00:00,22.29,146.49,429.17,156.6,31.66,939.0426163347611
2018-08-24 00:00:00+00:00,23.98,147.55,430.02,158.47,32.03,953.0809408342759
2018-08-27 00:00:00+00:00,25.26,148.18,432.55,157.21,32.25,960.2524931572185
2018-08-28 00:00:00+00:00,25.05,146.95,435.68,157.01,31.84,955.236670684804
2018-08-29 00:00:00+00:00,25.2,148.06,436.11,157.63,31.74,959.1949448616024
2018-08-30 00:00:00+00:00,24.89,146.0,430.69,158.16,31.05,948.600217547123
2018-08-31 00:00:00+00:00,25.17,146.09,436.13,158.44,31.03,952.0352670838096
2018-09-04 00:00:00+00:00,28.06,144.85,428.39,159.28,30.09,955.5916516176669
2018-09-05 00:00:00+00:00,28.51,144.63,430.21,157.98,30.13,956.0474626789522
2018-09-06 00:00:00+00:00,27.84,143.84,431.65,159.57,30.24,954.1462406603817
2018-09-07 00:00:00+00:00,27.38,142.71,431.09,160.0,30.13,949.2146857391124
2018-09-10 00:00:00+00:00,29.89,143.06,434.02,159.8,29.74,959.7145994716476
2018-09-11 00:00:00+00:00,30.1,142.96,434.66,160.51,29.63,960.9759647634949
2018-09-12 00:00:00+00:00,32.21,142.15,439.43,161.54,30.16,972.9030836282138
2018-09-13 00:00:00+00:00,30.48,140.7,443.84,161.82,30.22,963.9460675381804
2018-09-14 00:00:00+00:00,32.72,142.96,448.14,162.86,30.38,982.5371756673425
2018-09-17 00:00:00+00:00,32.43,142.05,447.3,159.94,30.64,976.1522178555142
2018-09-18 00:00:00+00:00,31.93,142.08,445.21,161.24,30.85,975.9811990027375
2018-09-19 00:00:00+00:00,31.21,145.64,442.27,159.43,31.52,981.6640414300177
2018-09-20 00:00:00+00:00,31.18,146.01,445.01,160.28,31.5,984.353034813079
2018-09-21 00:00:00+00:00,31.02,147.63,441.68,159.21,31.56,985.6454525545656
2018-09-24 00:00:00+00:00,32.61,144.0,431.97,159.51,31.09,978.3137142317607
2018-09-25 00:00:00+00:00,32.57,140.51,428.76,159.76,31.25,969.1985104737153
2018-09-26 00:00:00+00:00,32.19,139.09,423.13,158.25,29.87,954.357188325516
2018-09-27 00:00:00+00:00,32.59,138.2,430.15,159.19,29.98,957.6940509852741
2018-09-28 00:00:00+00:00,30.89,136.72,432.89,160.08,30.2,949.699126300647
2018-10-01 00:00:00+00:00,31.42,137.17,431.35,159.04,30.35,951.913671696198
2018-10-02 00:00:00+00:00,29.02,136.89,431.81,159.12,31.17,944.8367256900355
2018-10-03 00:00:00+00:00,28.43,138.0,425.3,159.06,30.48,940.0572700898437
2018-10-04 00:00:00+00:00,27.78,137.2,422.46,157.8,30.37,932.3010903582347
2018-10-05 00:00:00+00:00,27.35,134.68,417.32,158.66,30.58,924.376582037687
2018-10-08 00:00:00+00:00,26.46,133.55,418.94,154.32,30.52,912.5408056306226
2018-10-09 00:00:00+00:00,27.24,131.27,416.59,156.58,30.11,910.345640719175
2018-10-10 00:00:00+00:00,25.0,127.25,410.08,150.04,30.56,882.2234121061048
2018-10-11 00:00:00+00:00,25.3,123.19,397.08,147.32,32.72,874.7217196937812
2018-10-12 00:00:00+00:00,26.34,124.04,395.94,150.08,32.04,881.478906668403
2018-10-15 00:00:00+00:00,26.26,124.67,396.59,149.77,32.66,885.2170756940684
2018-10-16 00:00:00+00:00,28.18,125.94,408.29,154.23,32.29,904.3699951950839
2018-10-17 00:00:00+00:00,27.3,127.3,410.44,154.82,32.11,904.8022342112403
2018-10-18 00:00:00+00:00,26.62,123.69,411.65,152.94,32.37,891.8554044724661
2018-10-19 00:00:00+00:00,23.66,123.31,414.31,152.95,32.19,878.5153392455727
2018-10-22 00:00:00+00:00,25.03,119.85,411.73,153.92,31.97,874.906454117418
2018-10-23 00:00:00+00:00,25.09,117.99,411.41,151.81,32.41,869.529100586999
2018-10-24 00:00:00+00:00,22.79,115.9,416.75,148.85,31.76,849.7224698142525
2018-10-25 00:00:00+00:00,19.27,118.38,411.97,150.43,29.6,832.4399060314511
2018-10-26 00:00:00+00:00,17.63,115.53,385.22,148.95,30.0,809.4535599446108
2018-10-29 00:00:00+00:00,16.85,111.42,379.91,146.08,30.76,793.5901113939842
2018-10-30 00:00:00+00:00,17.2,115.17,376.79,147.84,31.0,806.8705606415107
2018-10-31 00:00:00+00:00,18.21,113.66,378.74,149.83,30.92,810.0686810656588
2018-11-01 00:00:00+00:00,20.22,118.26,386.69,149.62,32.06,837.4528867088414
2018-11-02 00:00:00+00:00,20.23,116.83,392.43,149.21,32.42,836.7210453874515
2018-11-05 00:00:00+00:00,19.9,114.78,396.46,149.72,32.39,831.9149695576833
2018-11-06 00:00:00+00:00,20.68,115.66,396.04,150.74,32.31,838.2558028638975
2018-11-07 00:00:00+00:00,21.84,117.66,400.0,146.65,32.5,845.1865467315623
2018-11-08 00:00:00+00:00,21.2,117.0,389.48,143.1,32.42,832.5906502364943
2018-11-09 00:00:00+00:00,21.03,115.24,384.94,141.5,32.02,822.190694533449
2018-11-12 00:00:00+00:00,19.03,112.55,389.42,141.31,31.53,806.0124974359248
2018-11-13 00:00:00+00:00,19.61,111.38,383.53,138.71,31.41,799.7785097463393
2018-11-14 00:00:00+00:00,20.81,111.07,385.32,135.7,32.4,805.0580992153949
2018-11-15 00:00:00+00:00,21.49,113.29,385.28,138.65,32.86,819.2584562018626
2018-11-16 00:00:00+00:00,20.66,113.36,388.63,138.93,33.32,819.3393903433684
2018-11-19 00:00:00+00:00,19.11,110.1,383.47,135.27,32.79,795.9443630073187
2018-11-20 00:00:00+00:00,19.21,106.55,376.5,134.81,32.9,784.9427529272169
2018-11-21 00:00:00+00:00,18.73,109.37,382.89,136.19,33.59,796.8681980695735
2018-11-23 00:00:00+00:00,19.38,109.28,380.4,135.76,32.46,793.2051915675656
2018-11-26 00:00:00+00:00,20.08,112.48,382.17,137.11,32.47,806.6381868395449
2018-11-27 00:00:00+00:00,21.05,110.51,382.11,136.02,31.96,802.1268818447211
2018-11-28 00:00:00+00:00,21.34,113.79,384.06,140.75,32.69,821.428217980838
2018-11-29 00:00:00+00:00,21.43,111.58,384.11,139.13,32.34,812.6470396249672
2018-11-30 00:00:00+00:00,21.3,111.12,385.28,139.7,32.34,812.0214445680425
2018-12-03 00:00:00+00:00,23.71,111.31,391.11,141.3,33.22,830.3206318702363
2018-12-04 00:00:00+00:00,21.12,105.15,385.09,137.16,33.79,798.9563521955062
2018-12-06 00:00:00+00:00,21.3,106.56,392.72,135.95,32.66,799.4288373678403
2018-12-07 00:00:00+00:00,19.46,103.04,386.47,133.75,33.39,781.0166429336838
2018-12-10 00:00:00+00:00,19.99,100.48,387.08,134.77,33.53,778.7963957079695
2018-12-11 00:00:00+00:00,19.98,99.42,389.8,134.46,33.34,775.7257541812589
2018-12-12 00:00:00+00:00,20.48,101.89,387.12,134.74,34.08,786.7841155189525
